transaction_date,ticker,asset_description,type,amount,representative,timestamp,merge_key,people,state,party_x,total_senate_years,total_house_years,total_years,donation_merge_key,name,total_raised,total_from_small_donors,percent_from_small_donors*,total_money_raised,party_y
2020-03-18,CBRE,CBRE Group Inc Common Stock Class A,sale_partial,"$1,001 - $15,000",Susie Lee,1584504000,Susie Lee,Susie Lee,Nevada,Democratic,0,2,2,Susie Lee,Susie Lee,$4748019,$284775,6.00%,Raised over $100k,D
2020-03-24,CNC,Centene Corporation,purchase,"$1,001 - $15,000",Susie Lee,1585022400,Susie Lee,Susie Lee,Nevada,Democratic,0,2,2,Susie Lee,Susie Lee,$4748019,$284775,6.00%,Raised over $100k,D
2020-03-31,DG,Dollar General Corporation,purchase,"$1,001 - $15,000",Susie Lee,1585627200,Susie Lee,Susie Lee,Nevada,Democratic,0,2,2,Susie Lee,Susie Lee,$4748019,$284775,6.00%,Raised over $100k,D
2020-02-21,ENV,"Envestnet, Inc",sale_partial,"$1,001 - $15,000",Susie Lee,1582261200,Susie Lee,Susie Lee,Nevada,Democratic,0,2,2,Susie Lee,Susie Lee,$4748019,$284775,6.00%,Raised over $100k,D
2020-03-17,LKQ,LKQ Corporation,sale_partial,"$1,001 - $15,000",Susie Lee,1584417600,Susie Lee,Susie Lee,Nevada,Democratic,0,2,2,Susie Lee,Susie Lee,$4748019,$284775,6.00%,Raised over $100k,D
2020-02-05,NXST,"Nexstar Media Group, Inc. - Class A",sale_partial,"$1,001 - $15,000",Susie Lee,1580878800,Susie Lee,Susie Lee,Nevada,Democratic,0,2,2,Susie Lee,Susie Lee,$4748019,$284775,6.00%,Raised over $100k,D
2020-02-24,OKE,"ONEOK, Inc.",sale_partial,"$1,001 - $15,000",Susie Lee,1582520400,Susie Lee,Susie Lee,Nevada,Democratic,0,2,2,Susie Lee,Susie Lee,$4748019,$284775,6.00%,Raised over $100k,D
2020-03-09,OKE,"ONEOK, Inc.",sale_full,"$1,001 - $15,000",Susie Lee,1583726400,Susie Lee,Susie Lee,Nevada,Democratic,0,2,2,Susie Lee,Susie Lee,$4748019,$284775,6.00%,Raised over $100k,D
2020-03-16,QSR,Restaurant Brands International Inc. Common Shares,sale_full,"$1,001 - $15,000",Susie Lee,1584331200,Susie Lee,Susie Lee,Nevada,Democratic,0,2,2,Susie Lee,Susie Lee,$4748019,$284775,6.00%,Raised over $100k,D
2020-02-25,COO,"The Cooper Companies, Inc.",sale_full,"$1,001 - $15,000",Susie Lee,1582606800,Susie Lee,Susie Lee,Nevada,Democratic,0,2,2,Susie Lee,Susie Lee,$4748019,$284775,6.00%,Raised over $100k,D
2020-02-24,UNVR,Univar Solutions Inc.,sale_full,"$1,001 - $15,000",Susie Lee,1582520400,Susie Lee,Susie Lee,Nevada,Democratic,0,2,2,Susie Lee,Susie Lee,$4748019,$284775,6.00%,Raised over $100k,D
2020-03-17,USFD,US Foods Holding Corp.,sale_partial,"$1,001 - $15,000",Susie Lee,1584417600,Susie Lee,Susie Lee,Nevada,Democratic,0,2,2,Susie Lee,Susie Lee,$4748019,$284775,6.00%,Raised over $100k,D
2020-03-18,WH,"Wyndham Hotels & Resorts, Inc.",sale_full,"$1,001 - $15,000",Susie Lee,1584504000,Susie Lee,Susie Lee,Nevada,Democratic,0,2,2,Susie Lee,Susie Lee,$4748019,$284775,6.00%,Raised over $100k,D
2020-02-05,XPO,"XPO Logistics, Inc.",sale_partial,"$1,001 - $15,000",Susie Lee,1580878800,Susie Lee,Susie Lee,Nevada,Democratic,0,2,2,Susie Lee,Susie Lee,$4748019,$284775,6.00%,Raised over $100k,D
2020-03-13,BSX,Boston Scientific Corporation,sale_partial,"$1,001 -",Alan S. Lowenthal,1584072000,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D
2020-03-13,SPCE,"Virgin Galactic Holdings, Inc.",sale_partial,"$1,001 -",Alan S. Lowenthal,1584072000,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D
2021-02-04,DD,"DuPont De Nemours, Inc",sale_full,"$1,001 - $15,000",Alan S. Lowenthal,1612414800,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D
2021-03-15,COLD,Americold Realty Trust Common Shares,sale_full,"$1,001 - $15,000",Alan S. Lowenthal,1615780800,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D
2021-03-15,COLD,Americold Realty Trust Common Shares,sale_full,"$1,001 - $15,000",Alan S. Lowenthal,1615780800,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D
2021-03-11,ADBE,Adobe Inc,purchase,"$1,001 - $15,000",Alan S. Lowenthal,1615438800,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D
2021-03-12,COLD,Americold Realty Trust Common Shares,sale_partial,"$1,001 - $15,000",Alan S. Lowenthal,1615525200,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D
2021-03-15,COLD,Americold Realty Trust Common Shares,sale_full,"$15,001 - $50,000",Alan S. Lowenthal,1615780800,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D
2021-03-11,NVDA,NVIDIA Corporation,purchase,"$1,001 - $15,000",Alan S. Lowenthal,1615438800,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D
2021-01-22,DUK,Duke Energy Corpoation,purchase,"$1,001 - $15,000",Mo Brooks,1611291600,Mo Brooks,Mo Brooks,Alabama,Republican,0,10,10,Mo Brooks,Mo Brooks,$655365,$21804,3.33%,Raised over $100k,R
2021-01-22,LEE,"Lee Enterprises, Inc.",sale_full,"$1,001 - $15,000",Mo Brooks,1611291600,Mo Brooks,Mo Brooks,Alabama,Republican,0,10,10,Mo Brooks,Mo Brooks,$655365,$21804,3.33%,Raised over $100k,R
2021-01-11,JIH,"Juniper Industrial Holdings, Inc. Class A",purchase,"$1,001 -",Alan S. Lowenthal,1610341200,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D
2021-01-12,GM,General Motors Company,purchase,"$1,001 - $15,000",Alan S. Lowenthal,1610427600,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D
2021-01-12,JIH,"Juniper Industrial Holdings, Inc. Class A",purchase,"$1,001 -",Alan S. Lowenthal,1610427600,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D
2021-01-14,JIH,"Juniper Industrial Holdings, Inc. Class A",purchase,"$1,001 -",Alan S. Lowenthal,1610600400,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D
2021-01-11,GIS,General Mills,sale_full,"$1,001 - $15,000",Alan S. Lowenthal,1610341200,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D
2021-01-12,GM,General Motors Company,purchase,"$1,001 -",Alan S. Lowenthal,1610427600,"Alan Lowenthal, S.","Alan Lowenthal, S.",California,Democratic,0,8,8,Alan Lowenthal,Alan Lowenthal,$678648,$32768,4.83%,Raised over $100k,D
2020-07-02,CVS,CVS Health Corporation,sale_full,"$1,001 - $15,000",Robert J. Wittman,1593662400,"Robert Wittman, J.","Robert Wittman, J.",Virginia,Republican,0,14,14,J Cox,J Cox,$5695157,$776359,13.63%,Raised over $100k,D
2020-07-02,HD,Home Depot,purchase,"$1,001 - $15,000",Robert J. Wittman,1593662400,"Robert Wittman, J.","Robert Wittman, J.",Virginia,Republican,0,14,14,J Cox,J Cox,$5695157,$776359,13.63%,Raised over $100k,D
2020-07-02,KMB,Kimberly-Clark Corp,purchase,"$1,001 - $15,000",Robert J. Wittman,1593662400,"Robert Wittman, J.","Robert Wittman, J.",Virginia,Republican,0,14,14,J Cox,J Cox,$5695157,$776359,13.63%,Raised over $100k,D
2020-07-02,RGLD,Royal Gold Inc,purchase,"$1,001 - $15,000",Robert J. Wittman,1593662400,"Robert Wittman, J.","Robert Wittman, J.",Virginia,Republican,0,14,14,J Cox,J Cox,$5695157,$776359,13.63%,Raised over $100k,D
2020-07-02,V,Visa Inc,purchase,"$1,001 - $15,000",Robert J. Wittman,1593662400,"Robert Wittman, J.","Robert Wittman, J.",Virginia,Republican,0,14,14,J Cox,J Cox,$5695157,$776359,13.63%,Raised over $100k,D
2021-01-21,CI,Cigna Corporation,sale_partial,"$1,001 - $15,000",Lois Frankel,1611205200,Lois Frankel,Lois Frankel,Florida,Democratic,0,8,8,Lois Frankel,Lois Frankel,$1534882,$136613,8.90%,Raised over $100k,D
2021-02-10,CL,Colgate-Palmolive Company,purchase,"$1,001 - $15,000",Lois Frankel,1612933200,Lois Frankel,Lois Frankel,Florida,Democratic,0,8,8,Lois Frankel,Lois Frankel,$1534882,$136613,8.90%,Raised over $100k,D
2021-01-28,CL,Colgate-Palmolive Company,purchase,"$1,001 - $15,000",Lois Frankel,1611810000,Lois Frankel,Lois Frankel,Florida,Democratic,0,8,8,Lois Frankel,Lois Frankel,$1534882,$136613,8.90%,Raised over $100k,D
2021-01-14,FMS,Fresenius Med Care Ag,purchase,"$50,001 - $100,000",Michael T. McCaul,1610600400,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-13,ACGL,Arch Cap Group Ltd,purchase,"$1,001 - $15,000",Michael T. McCaul,1610514000,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-14,BKNG,Booking Hldgs Inc,sale_full,"$1,001 - $15,000",Michael T. McCaul,1610600400,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-12,CB,Chubb Ltd,sale_full,"$1,001 - $15,000",Michael T. McCaul,1610427600,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-27,HON,Honeywell Intl Inc,sale_full,"$15,001 - $50,000",Michael T. McCaul,1611723600,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-25,PCAR,Paccar Inc,sale_full,"$15,001 - $50,000",Michael T. McCaul,1611550800,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-06,PAG,"Pensake Automotive Group, Inc.",sale_full,"$15,001 - $50,000",Michael T. McCaul,1609909200,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-12,ACN,Accenture Plc,sale_full,"$50,001 - $100,000",Michael T. McCaul,1610427600,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-20,C,Citigroup Inc,purchase,"$100,001 - $250,000",Michael T. McCaul,1611118800,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-20,NFG,National Fuel Gas Company,purchase,"$50,001 - $100,000",Michael T. McCaul,1611118800,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-19,NFG,National Fuel Gas Company,purchase,"$15,001 - $50,000",Michael T. McCaul,1611032400,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-21,NFG,National Fuel Gas Company,purchase,"$1,001 - $15,000",Michael T. McCaul,1611205200,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-29,LUMN,Centurylink Inc,sale_full,"$50,001 - $100,000",Michael T. McCaul,1611896400,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-04,BKR,"Baker Hughes, a GE company",sale_full,"$100,001 - $250,000",Michael T. McCaul,1609736400,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-19,SWK,Stanley Black & Decker Inc,sale_full,"$100,001 - $250,000",Michael T. McCaul,1611032400,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-20,MS,Morgan Stanley,sale_full,"$100,001 - $250,000",Michael T. McCaul,1611118800,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-15,FB,Facebook Inc,purchase,"$100,001 - $250,000",Michael T. McCaul,1610686800,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-14,FMS,Fresenius Med Care Ag,purchase,"$50,001 - $100,000",Michael T. McCaul,1610600400,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-14,ACGL,Arch Cap Group Ltd,purchase,"$15,001 - $50,000",Michael T. McCaul,1610600400,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-13,ACGL,Arch Cap Group Ltd,purchase,"$15,001 - $50,000",Michael T. McCaul,1610514000,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-14,BKNG,Booking Hldgs Inc,sale_full,"$15,001 - $50,000",Michael T. McCaul,1610600400,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-12,CB,Chubb Ltd,sale_full,"$15,001 - $50,000",Michael T. McCaul,1610427600,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-27,HON,Honeywell Intl Inc,sale_full,"$15,001 - $50,000",Michael T. McCaul,1611723600,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-25,PCAR,Paccar Inc,sale_full,"$15,001 - $50,000",Michael T. McCaul,1611550800,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-06,PAG,"Penske Automotive Group, Inc.",sale_full,"$50,001 - $100,000",Michael T. McCaul,1609909200,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-12,ACN,Accenture Plc,sale_full,"$50,001 - $100,000",Michael T. McCaul,1610427600,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-20,C,Citigroup Inc,purchase,"$15,001 - $50,000",Michael T. McCaul,1611118800,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-19,NFG,National Fuel Gas Company,purchase,"$1,001 - $15,000",Michael T. McCaul,1611032400,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-21,NFG,National Fuel Gas Company,purchase,"$1,001 - $15,000",Michael T. McCaul,1611205200,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-29,LUMN,Centurylink Inc,sale_full,"$15,001 - $50,000",Michael T. McCaul,1611896400,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-04,BKR,"Baker Hughes, a GE company",sale_full,"$15,001 - $50,000",Michael T. McCaul,1609736400,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-19,SWK,Stanley Black & Decker Inc,sale_full,"$15,001 - $50,000",Michael T. McCaul,1611032400,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-20,MS,Morgan Stanley,sale_full,"$15,001 - $50,000",Michael T. McCaul,1611118800,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-20,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Michael T. McCaul,1611118800,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-19,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Michael T. McCaul,1611032400,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-22,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Michael T. McCaul,1611291600,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-26,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Michael T. McCaul,1611637200,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-14,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Michael T. McCaul,1610600400,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-19,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Michael T. McCaul,1611032400,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-22,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Michael T. McCaul,1611291600,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-26,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Michael T. McCaul,1611637200,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-14,SFE,Safeguard Scientific Inc,sale_full,"$1,001 - $15,000",Michael T. McCaul,1610600400,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2021-01-13,GBTC,Grayscale Bitcoin Trust,purchase,"$1,001 - $15,000",Michael T. McCaul,1610514000,"Michael McCaul, T.","Michael McCaul, T.",Texas,Republican,0,16,16,Michael McCaul,Michael McCaul,$3856477,$341901,8.87%,Raised over $100k,R
2020-09-30,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Suzan K. DelBene,1601438400,"Suzan DelBene, K.","Suzan DelBene, K.",Washington,Democratic,0,9,9,Suzan DelBene,Suzan DelBene,$2182985,$141769,6.49%,Raised over $100k,D
2020-09-02,MSFT,Microsoft Corporation,sale_partial,"$5,000,001 - $25,000,000",Suzan K. DelBene,1599019200,"Suzan DelBene, K.","Suzan DelBene, K.",Washington,Democratic,0,9,9,Suzan DelBene,Suzan DelBene,$2182985,$141769,6.49%,Raised over $100k,D
2020-10-13,AMED,Amedisys Inc,sale_partial,"$1,001 - $15,000",Greg Gianforte,1602561600,Greg Gianforte,Greg Gianforte,Montana,Republican,0,4,4,Greg Gianforte,Greg Gianforte,$352725,$17860,5.06%,Raised over $100k,R
2020-10-13,ANSS,"ANSYS, Inc.",sale_partial,"$15,001 - $50,000",Greg Gianforte,1602561600,Greg Gianforte,Greg Gianforte,Montana,Republican,0,4,4,Greg Gianforte,Greg Gianforte,$352725,$17860,5.06%,Raised over $100k,R
2020-10-13,TECH,Bio-Techne Corp,sale_partial,"$1,001 - $15,000",Greg Gianforte,1602561600,Greg Gianforte,Greg Gianforte,Montana,Republican,0,4,4,Greg Gianforte,Greg Gianforte,$352725,$17860,5.06%,Raised over $100k,R
2020-10-13,CHE,Chemed Corp,sale_partial,"$1,001 - $15,000",Greg Gianforte,1602561600,Greg Gianforte,Greg Gianforte,Montana,Republican,0,4,4,Greg Gianforte,Greg Gianforte,$352725,$17860,5.06%,Raised over $100k,R
2020-10-13,CGNX,Cognex Corporation,sale_partial,"$1,001 - $15,000",Greg Gianforte,1602561600,Greg Gianforte,Greg Gianforte,Montana,Republican,0,4,4,Greg Gianforte,Greg Gianforte,$352725,$17860,5.06%,Raised over $100k,R
2020-10-13,CSGP,"CoStar Group, Inc.",sale_partial,"$1,001 - $15,000",Greg Gianforte,1602561600,Greg Gianforte,Greg Gianforte,Montana,Republican,0,4,4,Greg Gianforte,Greg Gianforte,$352725,$17860,5.06%,Raised over $100k,R
2020-10-15,DORM,"Dorman Products, Inc.",sale_full,"$100,001 - $250,000",Greg Gianforte,1602734400,Greg Gianforte,Greg Gianforte,Montana,Republican,0,4,4,Greg Gianforte,Greg Gianforte,$352725,$17860,5.06%,Raised over $100k,R
2020-10-13,FAST,Fastenal Company,sale_partial,"$1,001 - $15,000",Greg Gianforte,1602561600,Greg Gianforte,Greg Gianforte,Montana,Republican,0,4,4,Greg Gianforte,Greg Gianforte,$352725,$17860,5.06%,Raised over $100k,R
2020-10-13,LOPE,"Grand Canyon Education, Inc.",sale_partial,"$1,001 - $15,000",Greg Gianforte,1602561600,Greg Gianforte,Greg Gianforte,Montana,Republican,0,4,4,Greg Gianforte,Greg Gianforte,$352725,$17860,5.06%,Raised over $100k,R
2020-10-28,GWRE,"Guidewire Software, Inc.",purchase,"$100,001 - $250,000",Greg Gianforte,1603857600,Greg Gianforte,Greg Gianforte,Montana,Republican,0,4,4,Greg Gianforte,Greg Gianforte,$352725,$17860,5.06%,Raised over $100k,R
2020-10-13,JKHY,"Jack Henry & Associates, Inc.",sale_partial,"$1,001 - $15,000",Greg Gianforte,1602561600,Greg Gianforte,Greg Gianforte,Montana,Republican,0,4,4,Greg Gianforte,Greg Gianforte,$352725,$17860,5.06%,Raised over $100k,R
2020-10-13,LII,"Lennox International, Inc.",sale_partial,"$1,001 - $15,000",Greg Gianforte,1602561600,Greg Gianforte,Greg Gianforte,Montana,Republican,0,4,4,Greg Gianforte,Greg Gianforte,$352725,$17860,5.06%,Raised over $100k,R
2020-10-13,NEOG,Neogen Corporation,sale_partial,"$1,001 - $15,000",Greg Gianforte,1602561600,Greg Gianforte,Greg Gianforte,Montana,Republican,0,4,4,Greg Gianforte,Greg Gianforte,$352725,$17860,5.06%,Raised over $100k,R
2020-10-13,PAYC,"Paycom Software, Inc.",sale_partial,"$1,001 - $15,000",Greg Gianforte,1602561600,Greg Gianforte,Greg Gianforte,Montana,Republican,0,4,4,Greg Gianforte,Greg Gianforte,$352725,$17860,5.06%,Raised over $100k,R
2020-10-13,PCTY,Paylocity Holding Corporation,sale_partial,"$1,001 - $15,000",Greg Gianforte,1602561600,Greg Gianforte,Greg Gianforte,Montana,Republican,0,4,4,Greg Gianforte,Greg Gianforte,$352725,$17860,5.06%,Raised over $100k,R
2020-10-13,PEGA,Pegasystems Inc.,sale_partial,"$1,001 - $15,000",Greg Gianforte,1602561600,Greg Gianforte,Greg Gianforte,Montana,Republican,0,4,4,Greg Gianforte,Greg Gianforte,$352725,$17860,5.06%,Raised over $100k,R
2020-10-13,TDOC,"Teladoc Health, Inc.",sale_partial,"$1,001 - $15,000",Greg Gianforte,1602561600,Greg Gianforte,Greg Gianforte,Montana,Republican,0,4,4,Greg Gianforte,Greg Gianforte,$352725,$17860,5.06%,Raised over $100k,R
2020-10-09,AAPL,Apple Inc.,sale_partial,"$15,001 - $50,000",Lloyd K. Smucker,1602216000,Lloyd Smucker,Lloyd Smucker,Pennsylvania,Republican,0,4,4,Lloyd Smucker,Lloyd Smucker,$1349318,$17562,1.30%,Raised over $100k,R
2020-08-14,NWN,Northwest Natural Holding Company,purchase,"$1,001 - $15,000",Earl Blumenauer,1597377600,Earl Blumenauer,Earl Blumenauer,Oregon,Democratic,0,26,26,Earl Blumenauer,Earl Blumenauer,$1813365,$131238,7.24%,Raised over $100k,D
2020-07-28,SYPR,"Sypris Solutions, Inc.",sale_full,"$1,001 - $15,000",James Comer,1595908800,James Comer,James Comer,Kentucky,Republican,0,5,5,James Comer,James Comer,$736116,$9223,1.25%,Raised over $100k,R
2020-08-06,WLK,Westlake Chemical Corporation,sale_full,"$1,001 - $15,000",James Comer,1596686400,James Comer,James Comer,Kentucky,Republican,0,5,5,James Comer,James Comer,$736116,$9223,1.25%,Raised over $100k,R
2020-08-14,DOX,Amdocs Limited - Ordinary Shares,sale_partial,"$1,001 - $15,000",Lois Frankel,1597377600,Lois Frankel,Lois Frankel,Florida,Democratic,0,8,8,Lois Frankel,Lois Frankel,$1534882,$136613,8.90%,Raised over $100k,D
